transaction_id,customer_name,product_name,category,quantity,unit_price,branch,payment_type,card_number,timestamp
5102,,Dyson V16 Vacuum,Appliances,1,699,Camden,Cash,,10-12-25 18:52
5103,Jacob Stone,Sony A7V Camera,Cameras,1,2499,Soho,Card,38039466.0,10/12/2025 19:02
5104,Mark Davies,Samsung QD‑OLED S95D 55-inch,TV,2,1999,Ealing,Card,65370859.0,2025-12-10 19:11
5105,Emily Clark,Nvidia RTX 5090 GPU,PC Components,2,1999,Ealing,Card,28372807.0,2025/12/10 19:21
5105,Emily Clark,Nintendo Switch 2,Gaming,1,399,Ealing,Card,28372807.0,2025/12/10 19:21
5105,Emily Clark,Meta Quest 4 VR Headset,VR,1,499,Ealing,Card,28372807.0,2025/12/10 19:21
5106,,Portable SSD 4TB Gen4,Storage,2,249,Oxford,Card,39089176.0,10-12-25 19:29
5106,Johnny Reed,Canon EOS R9,Cameras,1,1999,Oxford,Card,39089176.0,10-12-25 19:29
5106,Johnny Reed,PlayStation 5 Pro Console,Gaming,1,699,Oxford,Card,39089176.0,10-12-25 19:29
5107,,Elgato 4K Streaming Card,Accessories,1,249,Camden,Debit,76919221.0,10/12/2025 19:37
5107,Mia Johnson,iPhone 17 Pro Max,Phones,1,1299,Camden,Debit,76919221.0,10/12/2025 19:37
5107,Mia Johnson,MacBook Pro M4 Pro,Laptops,2,2499,Camden,Debit,76919221.0,10/12/2025 19:37
5107,Mia Johnson,Samsung Galaxy S25 Ultra,Phones,2,1199,Camden,Debit,76919221.0,10/12/2025 19:37
5108,Mia Johnson,Apple Watch X,Wearables,1,799,Camden,Debit,5410180.0,2025/12/10 19:42
5108,Mia Johnson,Portable SSD 4TB Gen4,Storage,2,249,Camden,Debit,5410180.0,2025/12/10 19:42
5108,Mia Johnson,Dell XPS 14 OLED 2025,Laptops,2,1899,Camden,Debit,5410180.0,2025/12/10 19:42
5109,Jacob Stone,PlayStation 5 Pro Console,Gaming,1,699,Camden,Debit,61085646.0,2025-12-10 19:44
5110,Johnny Reed,Elgato 4K Streaming Card,Accessories,2,249,Camden,Debit,38778435.0,10-12-25 19:51
5110,Johnny Reed,Elgato 4K Streaming Card,Accessories,2,249,Camden,Debit,38778435.0,10-12-25 19:51
5111,Jacob Stone,LG OLED Evo G5 65-inch,TV,2,2499,Soho,Debit,2318783.0,10-12-25 19:58
5111,Jacob Stone,Apple Watch X,Wearables,1,799,Soho,Debit,2318783.0,10-12-25 19:58
5112,Johnny Reed,Xbox Series X2,Gaming,1,649,Camden,Debit,,2025/12/10 20:01
5112,Johnny Reed,USB‑C 240W Cable,Accessories,1,29,Camden,Debit,77029440.0,2025/12/10 20:01
5112,Johnny Reed,Samsung QD‑OLED S95D 55-inch,TV,2,1999,Camden,Debit,77029440.0,2025/12/10 20:01
5113,Alice Moore,Xbox Series X2,Gaming,2,649, Camden ,Debit,,2025-12-10 20:08
5113,Alice Moore,USB‑C 240W Cable,Accessories,2,29, Camden ,Debit,60324466.0,2025-12-10 20:08
5113,Alice Moore,Meta Quest 4 VR Headset,VR,1,499, Camden ,Debit,60324466.0,2025-12-10 20:08
5114,,MacBook Air M4,Laptops,1,1599,Camden,Cash,,10/12/2025 20:16
5114,,MacBook Pro M4 Pro,Laptops,1,2499,Camden,Cash,,10/12/2025 20:16
5114,,Elgato 4K Streaming Card,Accessories,1,249,Camden,Cash,,10/12/2025 20:16
5114,,Samsung Galaxy S25 Ultra,Phones,1,1199,Camden,Cash,,10/12/2025 20:16
5115,Sarah Mills,USB‑C 240W Cable,Accessories,1,29,Oxford,Card,31579200.0,2025-12-10 20:21
5116,Mark Davies,Sony WH‑1000XM7,Audio,1,399, Camden ,Card,8646838.0,10-12-25 20:31
5116,Mark Davies,Samsung QD‑OLED S95D 55-inch,TV,1,1999, Camden ,Card,8646838.0,10-12-25 20:31
5116,Mark Davies,Sony WH‑1000XM7,Audio,2,399, Camden ,Card,8646838.0,10-12-25 20:31
5117,,Bose QuietComfort Ultra,Audio,1,349,Oxford,Credit,8515971.0,10-12-25 20:41
5117,,Sony WH‑1000XM7,Audio,2,399,Oxford,Credit,8515971.0,10-12-25 20:41
5118,Lisa Wong,Apple Watch X,Wearables,1,799,Soho,Credit,87155954.0,10-12-25 20:44
5118,Lisa Wong,LG OLED Evo G5 65-inch,TV,1,2499,Soho,Credit,,10-12-25 20:44
5118,Lisa Wong,LG OLED Evo G5 65-inch,TV,1,2499,Soho,Credit,87155954.0,10-12-25 20:44
5118,Lisa Wong,Apple Watch X,Wearables,1,799,Soho,Credit,,10-12-25 20:44
5119,Tom Brown,Elgato 4K Streaming Card,Accessories,2,249,Oxford,Debit,10338879.0,10/12/2025 20:52
5119,Tom Brown,Dell XPS 14 OLED 2025,Laptops,2,1899,Oxford,Debit,10338879.0,10/12/2025 20:52
5120,Jacob Stone,Meta Quest 4 VR Headset,VR,1,499,Soho,Credit,59615538.0,2025/12/10 21:01
5121,Alice Moore,Dyson V16 Vacuum,Appliances,1,699, Ealing ,Debit,85360781.0,2025-12-10 21:09
5121,Alice Moore,Dyson V16 Vacuum,Appliances,1,699, Ealing ,Debit,85360781.0,2025-12-10 21:09
5121,Alice Moore,iPhone 17 Pro Max,Phones,2,1299, Ealing ,Debit,,2025-12-10 21:09
5122,Johnny Reed,iPhone 17 Pro Max,Phones,1,1299,Soho,Card,72770396.0,10/12/2025 21:19
5122,Johnny Reed,MacBook Pro M4 Pro,Laptops,2,2499,Soho,Card,72770396.0,10/12/2025 21:19
5122,Johnny Reed,MacBook Pro M4 Pro,Laptops,2,2499,Soho,Card,72770396.0,10/12/2025 21:19
5122,Johnny Reed,Nintendo Switch 2,Gaming,1,399,Soho,Card,72770396.0,10/12/2025 21:19
5123,,Meta Quest 4 VR Headset,VR,2,499,Soho,Cash,,2025/12/10 21:24
5123,Johnny Reed,Elgato 4K Streaming Card,Accessories,2,249,Soho,Cash,,2025/12/10 21:24
5124,Mark Davies,Nintendo Switch 2,Gaming,1,399,Soho,Debit,51452851.0,2025/12/10 21:25
5125,Alice Moore,USB‑C 240W Cable,Accessories,1,29,Oxford,Debit,65288670.0,10-12-25 21:34
5125,Alice Moore,Dell XPS 14 OLED 2025,Laptops,1,1899,Oxford,Debit,65288670.0,10-12-25 21:34
5126,Alex Li,Meta Quest 4 VR Headset,VR,2,499,Oxford,Card,31269776.0,2025-12-10 21:41
5126,Alex Li,USB‑C 240W Cable,Accessories,1,29,Oxford,Card,31269776.0,2025-12-10 21:41
5127,John Smith,Portable SSD 4TB Gen4,Storage,2,249,SoHo,Cash,,2025/12/10 21:44
5127,John Smith,MacBook Pro M4 Pro,Laptops,2,2499,SoHo,Cash,,2025/12/10 21:44
5127,John Smith,Xbox Series X2,Gaming,2,649,SoHo,Cash,,2025/12/10 21:44
5128,Lisa Wong,Samsung Galaxy S25 Ultra,Phones,2,1199,Camden,Card,5500470.0,10-12-25 21:54
5129,,USB‑C 240W Cable,Accessories,1,29,Ealing,Cash,,10/12/2025 22:01
5129,,Sony A7V Camera,Cameras,2,2499,Ealing,Cash,,10/12/2025 22:01
5129,,LG OLED Evo G5 65-inch,TV,1,2499,Ealing,Cash,,10/12/2025 22:01
5130,James White,Meta Quest 4 VR Headset,VR,1,499,Soho,Cash,,2025/12/10 22:10
5130,James White,Samsung QD‑OLED S95D 55-inch,TV,1,1999,Soho,Cash,,2025/12/10 22:10
5130,James White,LG OLED Evo G5 65-inch,TV,1,2499,Soho,Cash,,2025/12/10 22:10
5130,James White,MacBook Air M4,Laptops,1,1599,Soho,Cash,,2025/12/10 22:10
5131,James White,Elgato 4K Streaming Card,Accessories,1,249,Oxford,Credit,62729983.0,10-12-25 22:11
5132,Jacob Stone,USB‑C 240W Cable,Accessories,1,29,Soho,Credit,4315516.0,10/12/2025 22:19
5132,Jacob Stone,Meta Quest 4 VR Headset,VR,1,499,Soho,Credit,4315516.0,10/12/2025 22:19
5132,Jacob Stone,Xbox Series X2,Gaming,2,649,Soho,Credit,4315516.0,10/12/2025 22:19
5132,Jacob Stone,Nvidia RTX 5090 GPU,PC Components,2,1999,Soho,Credit,4315516.0,10/12/2025 22:19
5133,,Sony WH‑1000XM7,Audio,2,399,Camden,Debit,98980782.0,10/12/2025 22:22
5133,,Dyson V16 Vacuum,Appliances,1,699,Camden,Debit,98980782.0,10/12/2025 22:22
5133,,Xbox Series X2,Gaming,1,649,Camden,Debit,98980782.0,10/12/2025 22:22
5134,James White,Meta Quest 4 VR Headset,VR,2,499,Soho,Debit,42499881.0,10/12/2025 22:24
5134,James White,MacBook Pro M4 Pro,Laptops,2,2499,Soho,Debit,42499881.0,10/12/2025 22:24
5135,Emily Clark,Google Pixel 10 Pro,Phones,2,999,Soho,Debit,4863307.0,2025-12-10 22:32
5135,Emily Clark,Elgato 4K Streaming Card,Accessories,2,249,Soho,Debit,4863307.0,2025-12-10 22:32
5135,Emily Clark,Elgato 4K Streaming Card,Accessories,1,249,Soho,Debit,4863307.0,2025-12-10 22:32
5136,James White,Samsung QD‑OLED S95D 55-inch,TV,2,1999,Camden,Debit,94671668.0,2025/12/10 22:34
5136,James White,Canon EOS R9,Cameras,1,1999,Camden,Debit,94671668.0,2025/12/10 22:34
5137,Emily Clark,MacBook Pro M4 Pro,Laptops,1,2499,Oxford,Cash,,2025/12/10 22:38
5138,Johnny Reed,Canon EOS R9,Cameras,2,1999,Soho,Credit,60312150.0,2025-12-10 22:42
5138,Johnny Reed,iPhone 17 Pro Max,Phones,2,1299,Soho,Credit,60312150.0,2025-12-10 22:42
5138,Johnny Reed,Google Pixel 10 Pro,Phones,1,999,Soho,Credit,60312150.0,2025-12-10 22:42
5139,John Smith,Samsung Galaxy S25 Ultra,Phones,1,1199,Ealing,Debit,33367447.0,10/12/2025 22:49
5140,Johnny Reed,Dell XPS 14 OLED 2025,Laptops,1,1899,Ealing,Debit,17278795.0,10-12-25 22:53
5140,Johnny Reed,Nintendo Switch 2,Gaming,2,399,Ealing,Debit,17278795.0,10-12-25 22:53
5141,,Sony A7V Camera,Cameras,1,2499, Soho ,Card,,10-12-25 22:56
5141,Mia Johnson,Dyson V16 Vacuum,Appliances,2,699, Soho ,Card,70222860.0,10-12-25 22:56
5141,Mia Johnson,USB‑C 240W Cable,Accessories,2,29, Soho ,Card,70222860.0,10-12-25 22:56
5141,Mia Johnson,Portable SSD 4TB Gen4,Storage,1,249,,Card,70222860.0,10-12-25 22:56
5142,Alex Li,Dyson V16 Vacuum,Appliances,2,699,Ealing,Credit,,10/12/2025 23:04
5143,Tom Brown,MacBook Pro M4 Pro,Laptops,2,2499,Camden,Credit,7260294.0,10/12/2025 23:07
5143,Tom Brown,Samsung Galaxy S25 Ultra,Phones,2,1199,Camden,Credit,7260294.0,10/12/2025 23:07
5144,Leo Jones,Canon EOS R9,Cameras,1,1999,Soho,Credit,93438773.0,2025/12/10 23:08
5144,Leo Jones,PlayStation 5 Pro Console,Gaming,2,699,Soho,Credit,93438773.0,2025/12/10 23:08
5145,Jacob Stone,Canon EOS R9,Cameras,2,1999,Ealing,Debit,34776033.0,2025/12/10 23:17
5146,Alice Moore,Bose QuietComfort Ultra,Audio,1,349, Oxford ,Debit,64999514.0,2025/12/10 23:21
5147,Tom Brown,iPhone 17 Pro Max,Phones,1,1299,CamDn,Debit,83622673.0,2025-12-10 23:24
5147,Tom Brown,MacBook Pro M4 Pro,Laptops,1,2499,CamDn,Debit,83622673.0,2025-12-10 23:24
5147,Tom Brown,Apple Watch X,Wearables,1,799,CamDn,Debit,,2025-12-10 23:24
5147,Tom Brown,Apple Watch X,Wearables,2,799,CamDn,Debit,83622673.0,2025-12-10 23:24
5148,,Samsung QD‑OLED S95D 55-inch,TV,2,1999,Oxford,Card,23054913.0,10-12-25 23:27
5149,Alice Moore,iPhone 17 Pro Max,Phones,1,1299,Ealing,Debit,70825388.0,2025/12/10 23:36
5149,Alice Moore,Xbox Series X2,Gaming,2,649,Ealing,Debit,70825388.0,2025/12/10 23:36
5150,Mark Davies,Xbox Series X2,Gaming,2,649,Ealing,Debit,88538357.0,2025-12-10 23:39
5150,Mark Davies,USB‑C 240W Cable,Accessories,1,29,Ealing,Debit,88538357.0,2025-12-10 23:39
5151,Emily Clark,Sony WH‑1000XM7,Audio,2,399,Ealing,Cash,,2025-12-10 23:40
5151,Emily Clark,Sony A7V Camera,Cameras,2,2499,Ealing,Cash,,2025-12-10 23:40
5151,,Samsung Galaxy S25 Ultra,Phones,1,1199,Ealing,Cash,,2025-12-10 23:40
5152,Alex Li,Dell XPS 14 OLED 2025,Laptops,2,1899,Oxford,Debit,52796135.0,2025-12-10 23:45
5153,Sarah Mills,Sony WH‑1000XM7,Audio,1,399,Ealing,Card,96657263.0,2025-12-10 23:51
5154,Leo Jones,Portable SSD 4TB Gen4,Storage,1,249,Camden,Credit,24944048.0,2025/12/10 23:56
5154,Leo Jones,Sony A7V Camera,Cameras,1,2499,Camden,Credit,24944048.0,2025/12/10 23:56
5154,Leo Jones,Xbox Series X2,Gaming,1,649,Camden,Credit,24944048.0,2025/12/10 23:56
5155,Alice Moore,Sony A7V Camera,Cameras,1,2499,Camden,Cash,,2025/12/11 00:02
5155,Alice Moore,USB‑C 240W Cable,Accessories,2,29,Camden,Cash,,2025/12/11 00:02
5155,Alice Moore,MacBook Air M4,Laptops,2,1599,Camden,Cash,,2025/12/11 00:02
5156,John Smith,Meta Quest 4 VR Headset,VR,2,499,Soho,Debit,10664872.0,2025-12-11 00:09
5156,John Smith,Dyson V16 Vacuum,Appliances,1,699,Soho,Debit,10664872.0,2025-12-11 00:09
5156,John Smith,Portable SSD 4TB Gen4,Storage,2,249,Soho,Debit,10664872.0,2025-12-11 00:09
5156,John Smith,Sony A7V Camera,Cameras,2,2499,Soho,Debit,10664872.0,2025-12-11 00:09
5157,Lisa Wong,USB‑C 240W Cable,Accessories,2,29,Ealing,Credit,88868681.0,11-12-25 00:17
5158,Lisa Wong,LG OLED Evo G5 65-inch,TV,2,2499,Camden,Debit,20150810.0,11-12-25 00:23
5159,Mia Johnson,Apple Watch X,Wearables,1,799,Ealing,Debit,86048198.0,11-12-25 00:32
5160,Lisa Wong,PlayStation 5 Pro Console,Gaming,2,699,Ealing,Credit,14085439.0,2025/12/11 00:35
5160,Lisa Wong,Apple Watch X,Wearables,1,799,Ealing,Credit,14085439.0,2025/12/11 00:35
5161,Mia Johnson,Nvidia RTX 5090 GPU,PC Components,2,1999,Oxford,Card,,11-12-25 00:42
5162,,Bose QuietComfort Ultra,Audio,1,349,Soho,Cash,,2025/12/11 00:46
5162,,Samsung Galaxy S25 Ultra,Phones,2,1199,Soho,Cash,,2025/12/11 00:46
5162,,Bose QuietComfort Ultra,Audio,2,349,Soho,Cash,,2025/12/11 00:46
5163,Sarah Mills,Xbox Series X2,Gaming,1,649,Oxford,Debit,29362249.0,11-12-25 00:49
5163,Sarah Mills,Google Pixel 10 Pro,Phones,2,999,Oxford,Debit,,11-12-25 00:49
5163,Sarah Mills,Dyson V16 Vacuum,Appliances,2,699,Oxford,Debit,29362249.0,11-12-25 00:49
5163,Sarah Mills,Apple Watch X,Wearables,2,799,Oxford,Debit,29362249.0,11-12-25 00:49
5164,Emily Clark,Elgato 4K Streaming Card,Accessories,1,249,SoHo,Card,51634212.0,11/12/2025 00:51
5164,Emily Clark,Apple Watch X,Wearables,2,799,SoHo,Card,51634212.0,11/12/2025 00:51
5164,Emily Clark,iPhone 17 Pro Max,Phones,2,1299,SoHo,Card,51634212.0,11/12/2025 00:51
5165,Mia Johnson,Google Pixel 10 Pro,Phones,2,999,Ealing,Debit,23230868.0,2025/12/11 00:52
5165,,Sony WH‑1000XM7,Audio,1,399,Ealing,Debit,,2025/12/11 00:52
5165,Mia Johnson,Sony A7V Camera,Cameras,1,2499,Ealing,Debit,23230868.0,2025/12/11 00:52
5165,Mia Johnson,Samsung Galaxy S25 Ultra,Phones,2,1199,Ealing,Debit,23230868.0,2025/12/11 00:52
5166,Mia Johnson,Samsung Galaxy S25 Ultra,Phones,2,1199,Ealing,Card,61604672.0,11/12/2025 01:02
5166,Mia Johnson,Elgato 4K Streaming Card,Accessories,1,249,Ealing,Card,61604672.0,11/12/2025 01:02
5167,Lisa Wong,PlayStation 5 Pro Console,Gaming,2,699,Soho,Debit,85800941.0,11-12-25 01:03
5168,Alice Moore,Xbox Series X2,Gaming,2,649,Soho,Debit,38482777.0,2025/12/11 01:13
5169,Emily Clark,Dyson V16 Vacuum,Appliances,1,699,Camden,Cash,,2025-12-11 01:15
5170,Johnny Reed,Dyson V16 Vacuum,Appliances,2,699,Soho,Debit,33315212.0,11-12-25 01:18
5170,Johnny Reed,Bose QuietComfort Ultra,Audio,2,349,Soho,Debit,33315212.0,11-12-25 01:18
5170,Johnny Reed,Canon EOS R9,Cameras,2,1999,Soho,Debit,33315212.0,11-12-25 01:18
5170,Johnny Reed,MacBook Pro M4 Pro,Laptops,1,2499,Soho,Debit,33315212.0,11-12-25 01:18
5171,,Samsung QD‑OLED S95D 55-inch,TV,2,1999,Oxford,Credit,77857892.0,2025/12/11 01:19
5172,Sarah Mills,Samsung Galaxy S25 Ultra,Phones,1,1199, Soho ,Card,15761969.0,2025/12/11 01:29
5172,Sarah Mills,Apple Watch X,Wearables,2,799, Soho ,Card,15761969.0,2025/12/11 01:29
5173,Mia Johnson,Sony A7V Camera,Cameras,1,2499,Ealing,Credit,,2025/12/11 01:39
5174,Jacob Stone,Samsung Galaxy S25 Ultra,Phones,1,1199,Soho,Credit,4671219.0,2025/12/11 01:47
5175,Lisa Wong,Elgato 4K Streaming Card,Accessories,2,249,Ealing,Debit,35015224.0,11/12/2025 01:50
5175,Lisa Wong,Apple Watch X,Wearables,1,799,Ealing,Debit,35015224.0,11/12/2025 01:50
5175,Lisa Wong,Nvidia RTX 5090 GPU,PC Components,1,1999,Ealing,Debit,35015224.0,11/12/2025 01:50
5176,Lisa Wong,Samsung QD‑OLED S95D 55-inch,TV,1,1999, Oxford ,Card,75227363.0,2025/12/11 01:57
5176,Lisa Wong,Apple Watch X,Wearables,1,799, Oxford ,Card,,2025/12/11 01:57
5177,James White,USB‑C 240W Cable,Accessories,1,29,Camden,Card,,11-12-25 01:58
5178,Sarah Mills,Canon EOS R9,Cameras,2,1999,Ealing,Debit,67192475.0,11-12-25 02:03
5178,Sarah Mills,Samsung Galaxy S25 Ultra,Phones,2,1199,Ealing,Debit,67192475.0,11-12-25 02:03
5179,,Apple Watch X,Wearables,1,799,Camden,Debit,39567848.0,2025-12-11 02:13
5179,,Portable SSD 4TB Gen4,Storage,1,249,Camden,Debit,39567848.0,2025-12-11 02:13
5179,,MacBook Air M4,Laptops,2,1599,Camden,Debit,39567848.0,2025-12-11 02:13
5179,,Sony WH‑1000XM7,Audio,2,399,Camden,Debit,39567848.0,2025-12-11 02:13
5180,Emily Clark,Nvidia RTX 5090 GPU,PC Components,1,1999,Camden,Cash,,11-12-25 02:21
5181,Alex Li,Sony WH‑1000XM7,Audio,1,399,Oxford,Debit,8565164.0,11/12/2025 02:28
5181,Alex Li,Xbox Series X2,Gaming,1,649,Oxford,Debit,,11/12/2025 02:28
5181,Alex Li,Nintendo Switch 2,Gaming,2,399,Oxford,Debit,8565164.0,11/12/2025 02:28
5182,Alice Moore,Nvidia RTX 5090 GPU,PC Components,1,1999, Soho ,Cash,,11-12-25 02:31
5183,Lisa Wong,Apple Watch X,Wearables,2,799,Oxford,Credit,47485690.0,2025/12/11 02:39
5183,Lisa Wong,Dell XPS 14 OLED 2025,Laptops,1,1899,Oxford,Credit,47485690.0,2025/12/11 02:39
5183,Lisa Wong,Nvidia RTX 5090 GPU,PC Components,1,1999,Oxford,Credit,47485690.0,2025/12/11 02:39
5184,,Nvidia RTX 5090 GPU,PC Components,2,1999,Soho,Card,63896472.0,2025/12/11 02:47
5184,,Xbox Series X2,Gaming,1,649,Soho,Card,63896472.0,2025/12/11 02:47
5184,,Samsung QD‑OLED S95D 55-inch,TV,2,1999,Soho,Card,63896472.0,2025/12/11 02:47
5184,,Bose QuietComfort Ultra,Audio,2,349,Soho,Card,63896472.0,2025/12/11 02:47
5185,Johnny Reed,Samsung QD‑OLED S95D 55-inch,TV,1,1999,Oxford,Credit,19041397.0,11-12-25 02:49
5185,Johnny Reed,Samsung Galaxy S25 Ultra,Phones,1,1199,Oxford,Credit,19041397.0,11-12-25 02:49
5185,Johnny Reed,Canon EOS R9,Cameras,2,1999,Oxford,Credit,19041397.0,11-12-25 02:49
5185,Johnny Reed,LG OLED Evo G5 65-inch,TV,1,2499,Oxford,Credit,19041397.0,11-12-25 02:49
5186,Johnny Reed,MacBook Air M4,Laptops,2,1599,Oxford,Debit,53469726.0,2025-12-11 02:58
5186,Johnny Reed,Portable SSD 4TB Gen4,Storage,1,249,,Debit,53469726.0,2025-12-11 02:58
5186,,Sony WH‑1000XM7,Audio,2,399,Oxford,Debit,53469726.0,2025-12-11 02:58
5187,Mia Johnson,PlayStation 5 Pro Console,Gaming,2,699,Camden,Credit,10574384.0,2025-12-11 03:00
5187,Mia Johnson,Nintendo Switch 2,Gaming,2,399,Camden,Credit,10574384.0,2025-12-11 03:00
5187,Mia Johnson,PlayStation 5 Pro Console,Gaming,1,699,Camden,Credit,10574384.0,2025-12-11 03:00
5187,Mia Johnson,Dell XPS 14 OLED 2025,Laptops,1,1899,Camden,Credit,10574384.0,2025-12-11 03:00
5188,Johnny Reed,Nintendo Switch 2,Gaming,2,399,Soho,Card,78746255.0,11-12-25 03:06
5188,Johnny Reed,Portable SSD 4TB Gen4,Storage,1,249,Soho,Card,,11-12-25 03:06
5189,Emily Clark,Samsung QD‑OLED S95D 55-inch,TV,2,1999,Ealing,Card,38033279.0,11-12-25 03:16
5189,Emily Clark,Dyson V16 Vacuum,Appliances,2,699,Ealing,Card,38033279.0,11-12-25 03:16
5189,Emily Clark,Samsung Galaxy S25 Ultra,Phones,2,1199,Ealing,Card,38033279.0,11-12-25 03:16
5189,Emily Clark,Dyson V16 Vacuum,Appliances,2,699,Ealing,Card,38033279.0,11-12-25 03:16
5190,James White,Samsung QD‑OLED S95D 55-inch,TV,1,1999,Oxford,Credit,5989847.0,2025/12/11 03:20
5190,James White,MacBook Pro M4 Pro,Laptops,2,2499,Oxford,Credit,5989847.0,2025/12/11 03:20
5191,,Elgato 4K Streaming Card,Accessories,2,249,Oxford,Cash,,2025-12-11 03:25
5191,,Dell XPS 14 OLED 2025,Laptops,2,1899,Oxford,Cash,,2025-12-11 03:25
5192,Emily Clark,MacBook Air M4,Laptops,2,1599,Oxford,Card,38621805.0,2025/12/11 03:34
5192,Emily Clark,Samsung Galaxy S25 Ultra,Phones,2,1199,Oxford,Card,38621805.0,2025/12/11 03:34
5192,Emily Clark,Elgato 4K Streaming Card,Accessories,2,249,Oxford,Card,38621805.0,2025/12/11 03:34
5193,Johnny Reed,Xbox Series X2,Gaming,2,649,Soho,Credit,36743300.0,11-12-25 03:37
5193,Johnny Reed,USB‑C 240W Cable,Accessories,2,29,Soho,Credit,36743300.0,11-12-25 03:37
5193,Johnny Reed,Sony A7V Camera,Cameras,1,2499,Soho,Credit,36743300.0,11-12-25 03:37
5193,Johnny Reed,Dyson V16 Vacuum,Appliances,2,699,Soho,Credit,36743300.0,11-12-25 03:37
5194,Lisa Wong,Elgato 4K Streaming Card,Accessories,2,249,Soho,Debit,90477463.0,2025-12-11 03:40
5194,Lisa Wong,Meta Quest 4 VR Headset,VR,1,499,Soho,Debit,90477463.0,2025-12-11 03:40
5195,,Google Pixel 10 Pro,Phones,2,999,Oxford,Card,42188123.0,2025/12/11 03:47
5195,,Samsung Galaxy S25 Ultra,Phones,2,1199,Oxford,Card,42188123.0,2025/12/11 03:47
5196,,Dyson V16 Vacuum,Appliances,1,699,Soho,Cash,,11-12-25 03:51
5196,,Sony A7V Camera,Cameras,1,2499,Soho,Cash,,11-12-25 03:51
5196,,Meta Quest 4 VR Headset,VR,1,499,Soho,Cash,,11-12-25 03:51
5197,Johnny Reed,Google Pixel 10 Pro,Phones,2,999,Oxford,Cash,,2025/12/11 03:59
5197,Johnny Reed,Xbox Series X2,Gaming,1,649,Oxford,Cash,,2025/12/11 03:59
5198,Tom Brown,LG OLED Evo G5 65-inch,TV,1,2499,Camden,Debit,32858103.0,2025-12-11 04:03
5199,Tom Brown,iPhone 17 Pro Max,Phones,2,1299,Soho,Credit,73879836.0,11-12-25 04:05
5199,Tom Brown,Xbox Series X2,Gaming,1,649,Soho,Credit,73879836.0,11-12-25 04:05
5200,,Portable SSD 4TB Gen4,Storage,1,249, Oxford ,Credit,,11-12-25 04:06
5200,,Sony WH‑1000XM7,Audio,2,399, Oxford ,Credit,98727137.0,11-12-25 04:06
5200,,MacBook Pro M4 Pro,Laptops,1,2499, Oxford ,Credit,98727137.0,11-12-25 04:06
5200,,Samsung QD‑OLED S95D 55-inch,TV,1,1999, Oxford ,Credit,98727137.0,11-12-25 04:06
5201,Jacob Stone,MacBook Air M4,Laptops,1,1599, Camden ,Credit,44418036.0,11/12/2025 04:13
5202,Leo Jones,Nintendo Switch 2,Gaming,2,399,Oxford,Card,36515966.0,11-12-25 04:20
5202,,MacBook Pro M4 Pro,Laptops,1,2499,Oxford,Card,36515966.0,11-12-25 04:20
5202,Leo Jones,Canon EOS R9,Cameras,1,1999,Oxford,Card,36515966.0,11-12-25 04:20
5202,Leo Jones,Meta Quest 4 VR Headset,VR,1,499,Oxford,Card,36515966.0,11-12-25 04:20
5203,Jacob Stone,Bose QuietComfort Ultra,Audio,1,349,Ealing,Debit,65957197.0,2025-12-11 04:25
5203,,MacBook Pro M4 Pro,Laptops,1,2499,Ealing,Debit,65957197.0,2025-12-11 04:25
5203,Jacob Stone,PlayStation 5 Pro Console,Gaming,2,699,Ealing,Debit,65957197.0,2025-12-11 04:25
5203,Jacob Stone,LG OLED Evo G5 65-inch,TV,1,2499,Ealing,Debit,65957197.0,2025-12-11 04:25
5204,Mia Johnson,Nintendo Switch 2,Gaming,2,399,Camden,Card,72269006.0,2025-12-11 04:31
5204,,Apple Watch X,Wearables,1,799,Camden,Card,72269006.0,2025-12-11 04:31
5204,Mia Johnson,Meta Quest 4 VR Headset,VR,2,499,Camden,Card,72269006.0,2025-12-11 04:31
5205,Emily Clark,USB‑C 240W Cable,Accessories,2,29,Oxford,Credit,34146731.0,11-12-25 04:41
5205,Emily Clark,Elgato 4K Streaming Card,Accessories,1,249,Oxford,Credit,34146731.0,11-12-25 04:41
5206,Lisa Wong,Dell XPS 14 OLED 2025,Laptops,2,1899,Camden,Cash,,11/12/2025 04:43
5206,Lisa Wong,Nintendo Switch 2,Gaming,2,399,Camden,Cash,,11/12/2025 04:43
5207,Mark Davies,Sony WH‑1000XM7,Audio,1,399,Camden,Credit,89269578.0,2025/12/11 04:44
5207,Mark Davies,Bose QuietComfort Ultra,Audio,1,349,Camden,Credit,89269578.0,2025/12/11 04:44
5208,Alex Li,Xbox Series X2,Gaming,2,649, Ealing ,Cash,,2025-12-11 04:49
5208,Alex Li,Sony WH‑1000XM7,Audio,2,399, Ealing ,Cash,,2025-12-11 04:49
5208,Alex Li,Sony A7V Camera,Cameras,2,2499, Ealing ,Cash,,2025-12-11 04:49
5208,Alex Li,Dell XPS 14 OLED 2025,Laptops,2,1899, Ealing ,Cash,,2025-12-11 04:49
5209,Leo Jones,Google Pixel 10 Pro,Phones,2,999,Ealing,Card,84010081.0,11-12-25 04:51
5209,Leo Jones,Bose QuietComfort Ultra,Audio,1,349,Ealing,Card,84010081.0,11-12-25 04:51
5209,Leo Jones,Samsung Galaxy S25 Ultra,Phones,2,1199,Ealing,Card,84010081.0,11-12-25 04:51
5209,Leo Jones,Bose QuietComfort Ultra,Audio,1,349,Ealing,Card,84010081.0,11-12-25 04:51
